task_id,title,description,required_skills,difficulty_level,deadline_days,expected_duration,difficulty_encoded
T0034,Task 34,This is a detailed description for task 34 requiring specific skills,"['Cloud Computing', 'JavaScript']",Junior,-0.1342291941084188,0.5026770518850966,-1.2794878080841479
T0035,Task 35,This is a detailed description for task 35 requiring specific skills,"['Java', 'Node.js', 'JavaScript', 'Python', 'DevOps']",Senior,0.6709159290783264,-0.1826359022868144,1.2122119155461306
T0036,Task 36,This is a detailed description for task 36 requiring specific skills,"['Python', 'DevOps', 'Project Management']",Mid,1.361040320381251,-1.210605333544681,-0.03363794626900865
T0037,Task 37,This is a detailed description for task 37 requiring specific skills,"['Cloud Computing', 'NLP', 'UI/UX Design']",Junior,-1.1694157810628054,-0.8679488564587254,-1.2794878080841479
T0038,Task 38,This is a detailed description for task 38 requiring specific skills,"['Project Management', 'Node.js', 'Data Analysis']",Senior,1.706102516032713,-0.5252923793727698,1.2122119155461306
T0039,Task 39,This is a detailed description for task 39 requiring specific skills,"['SQL', 'React', 'Project Management', 'UI/UX Design']",Senior,-0.479291389759881,0.5026770518850966,1.2122119155461306
T0040,Task 40,This is a detailed description for task 40 requiring specific skills,"['Python', 'NLP', 'Machine Learning']",Mid,-1.1694157810628054,0.8453335289710521,-0.03363794626900865
T0041,Task 41,This is a detailed description for task 41 requiring specific skills,"['Node.js', 'Project Management']",Mid,0.5558951971945056,0.5026770518850966,-0.03363794626900865
T0042,Task 42,This is a detailed description for task 42 requiring specific skills,"['Node.js', 'Python', 'SQL']",Mid,1.1309988566136093,1.5306464831429631,-0.03363794626900865
T0043,Task 43,This is a detailed description for task 43 requiring specific skills,"['React', 'Project Management', 'SQL']",Mid,-1.6294987085980883,0.8453335289710521,-0.03363794626900865
T0044,Task 44,This is a detailed description for task 44 requiring specific skills,"['SQL', 'NLP', 'Python', 'Deep Learning', 'JavaScript']",Junior,-0.1342291941084188,0.5026770518850966,-1.2794878080841479
T0045,Task 45,This is a detailed description for task 45 requiring specific skills,"['Cloud Computing', 'Python', 'Java', 'UI/UX Design']",Senior,1.1309988566136093,-0.5252923793727698,1.2122119155461306
T0046,Task 46,This is a detailed description for task 46 requiring specific skills,"['Data Analysis', 'Machine Learning', 'Deep Learning', 'UI/UX Design', 'Cloud Computing']",Mid,1.361040320381251,1.5306464831429631,-0.03363794626900865
T0047,Task 47,This is a detailed description for task 47 requiring specific skills,"['Python', 'DevOps', 'Machine Learning', 'Cloud Computing', 'NLP']",Mid,-0.24924992599223952,0.8453335289710521,-0.03363794626900865
T0048,Task 48,This is a detailed description for task 48 requiring specific skills,"['JavaScript', 'Project Management', 'Machine Learning', 'Java']",Mid,1.361040320381251,-1.210605333544681,-0.03363794626900865
T0049,Task 49,This is a detailed description for task 49 requiring specific skills,"['Java', 'Project Management']",Junior,-0.019208462224598044,-0.1826359022868144,-1.2794878080841479
T0050,Task 50,This is a detailed description for task 50 requiring specific skills,"['Java', 'Cloud Computing', 'UI/UX Design']",Junior,-1.399457244830447,-0.5252923793727698,-1.2794878080841479
T0051,Task 51,This is a detailed description for task 51 requiring specific skills,"['React', 'Data Analysis']",Senior,0.3258537334268642,-0.1826359022868144,1.2122119155461306
T0052,Task 52,This is a detailed description for task 52 requiring specific skills,"['Project Management', 'DevOps', 'SQL', 'Deep Learning']",Senior,0.0958122696592227,-1.210605333544681,1.2122119155461306
T0053,Task 53,This is a detailed description for task 53 requiring specific skills,"['Data Analysis', 'Project Management', 'NLP', 'DevOps', 'Java']",Senior,1.4760610522650717,-1.5532618106306364,1.2122119155461306
T0054,Task 54,This is a detailed description for task 54 requiring specific skills,"['Machine Learning', 'React']",Mid,1.0159781247297885,-1.5532618106306364,-0.03363794626900865
T0055,Task 55,This is a detailed description for task 55 requiring specific skills,"['Data Analysis', 'Python', 'Java', 'DevOps']",Junior,1.706102516032713,-0.8679488564587254,-1.2794878080841479
T0056,Task 56,This is a detailed description for task 56 requiring specific skills,"['UI/UX Design', 'Project Management', 'SQL']",Senior,0.21083300154304344,-0.5252923793727698,1.2122119155461306
T0057,Task 57,This is a detailed description for task 57 requiring specific skills,"['Data Analysis', 'SQL', 'JavaScript', 'DevOps', 'Project Management']",Mid,-0.5943121216437017,0.16002057479914109,-0.03363794626900865
T0058,Task 58,This is a detailed description for task 58 requiring specific skills,"['NLP', 'JavaScript', 'SQL']",Senior,0.9009573928459679,1.1879900060570077,1.2122119155461306
T0059,Task 59,This is a detailed description for task 59 requiring specific skills,"['Deep Learning', 'Project Management', 'Cloud Computing', 'JavaScript']",Senior,1.1309988566136093,-0.5252923793727698,1.2122119155461306
T0060,Task 60,This is a detailed description for task 60 requiring specific skills,"['Deep Learning', 'NLP']",Senior,0.4408744653106849,1.1879900060570077,1.2122119155461306
T0061,Task 61,This is a detailed description for task 61 requiring specific skills,"['Python', 'NLP']",Junior,-0.479291389759881,1.1879900060570077,-1.2794878080841479
T0062,Task 62,This is a detailed description for task 62 requiring specific skills,"['Java', 'React', 'Cloud Computing', 'UI/UX Design', 'DevOps']",Senior,-0.8243535854113432,0.16002057479914109,1.2122119155461306
T0063,Task 63,This is a detailed description for task 63 requiring specific skills,"['Project Management', 'JavaScript', 'Cloud Computing']",Junior,-1.5144779767142678,1.5306464831429631,-1.2794878080841479
T0064,Task 64,This is a detailed description for task 64 requiring specific skills,"['SQL', 'Python', 'Project Management', 'Node.js', 'NLP']",Junior,-0.3642706578760603,-0.1826359022868144,-1.2794878080841479
T0065,Task 65,This is a detailed description for task 65 requiring specific skills,"['Data Analysis', 'UI/UX Design', 'NLP', 'Node.js', 'Deep Learning']",Senior,-0.479291389759881,1.1879900060570077,1.2122119155461306
T0066,Task 66,This is a detailed description for task 66 requiring specific skills,"['DevOps', 'Node.js', 'Python']",Mid,-1.5144779767142678,1.1879900060570077,-0.03363794626900865
T0067,Task 67,This is a detailed description for task 67 requiring specific skills,"['Cloud Computing', 'JavaScript']",Mid,-1.1694157810628054,0.8453335289710521,-0.03363794626900865
T0068,Task 68,This is a detailed description for task 68 requiring specific skills,"['UI/UX Design', 'JavaScript', 'DevOps', 'React']",Junior,0.3258537334268642,-1.5532618106306364,-1.2794878080841479
T0069,Task 69,This is a detailed description for task 69 requiring specific skills,"['Java', 'DevOps']",Junior,1.4760610522650717,-1.5532618106306364,-1.2794878080841479
T0070,Task 70,This is a detailed description for task 70 requiring specific skills,"['Java', 'DevOps']",Senior,-1.399457244830447,1.1879900060570077,1.2122119155461306
T0071,Task 71,This is a detailed description for task 71 requiring specific skills,"['UI/UX Design', 'Cloud Computing']",Junior,1.1309988566136093,-0.8679488564587254,-1.2794878080841479
T0072,Task 72,This is a detailed description for task 72 requiring specific skills,"['DevOps', 'SQL']",Senior,-1.2844365129466262,-0.5252923793727698,1.2122119155461306
T0073,Task 73,This is a detailed description for task 73 requiring specific skills,"['JavaScript', 'Deep Learning']",Mid,-1.2844365129466262,1.1879900060570077,-0.03363794626900865
T0074,Task 74,This is a detailed description for task 74 requiring specific skills,"['SQL', 'Node.js']",Mid,-1.2844365129466262,-1.5532618106306364,-0.03363794626900865
T0075,Task 75,This is a detailed description for task 75 requiring specific skills,"['SQL', 'React', 'Cloud Computing']",Junior,-0.019208462224598044,1.1879900060570077,-1.2794878080841479
T0076,Task 76,This is a detailed description for task 76 requiring specific skills,"['Project Management', 'JavaScript', 'Machine Learning']",Junior,-1.2844365129466262,-0.8679488564587254,-1.2794878080841479
T0077,Task 77,This is a detailed description for task 77 requiring specific skills,"['Data Analysis', 'Cloud Computing']",Mid,1.4760610522650717,0.5026770518850966,-0.03363794626900865
T0078,Task 78,This is a detailed description for task 78 requiring specific skills,"['Deep Learning', 'NLP', 'Data Analysis', 'React']",Mid,-0.479291389759881,0.16002057479914109,-0.03363794626900865
T0079,Task 79,This is a detailed description for task 79 requiring specific skills,"['Cloud Computing', 'Project Management', 'Data Analysis']",Senior,1.361040320381251,-0.8679488564587254,1.2122119155461306
T0080,Task 80,This is a detailed description for task 80 requiring specific skills,"['NLP', 'Python', 'DevOps']",Junior,-0.019208462224598044,-0.5252923793727698,-1.2794878080841479
T0081,Task 81,This is a detailed description for task 81 requiring specific skills,"['UI/UX Design', 'Project Management', 'React', 'Deep Learning', 'Machine Learning']",Senior,1.24601958849743,0.16002057479914109,1.2122119155461306
T0082,Task 82,This is a detailed description for task 82 requiring specific skills,"['DevOps', 'Cloud Computing', 'UI/UX Design', 'Data Analysis']",Junior,-0.7093328535275225,-1.5532618106306364,-1.2794878080841479
T0083,Task 83,This is a detailed description for task 83 requiring specific skills,"['Node.js', 'SQL', 'NLP']",Senior,0.0958122696592227,-0.5252923793727698,1.2122119155461306
T0084,Task 84,This is a detailed description for task 84 requiring specific skills,"['UI/UX Design', 'React', 'Project Management']",Senior,-0.019208462224598044,0.16002057479914109,1.2122119155461306
T0085,Task 85,This is a detailed description for task 85 requiring specific skills,"['Java', 'JavaScript']",Senior,0.9009573928459679,-1.5532618106306364,1.2122119155461306
T0086,Task 86,This is a detailed description for task 86 requiring specific skills,"['UI/UX Design', 'Cloud Computing']",Senior,1.5910817841488925,0.16002057479914109,1.2122119155461306
T0087,Task 87,This is a detailed description for task 87 requiring specific skills,"['Java', 'Machine Learning', 'Node.js', 'Deep Learning', 'NLP']",Junior,-0.24924992599223952,-1.5532618106306364,-1.2794878080841479
T0088,Task 88,This is a detailed description for task 88 requiring specific skills,"['Machine Learning', 'React', 'JavaScript', 'Cloud Computing', 'DevOps']",Junior,-0.019208462224598044,1.1879900060570077,-1.2794878080841479
T0089,Task 89,This is a detailed description for task 89 requiring specific skills,"['Project Management', 'Node.js']",Senior,-0.3642706578760603,0.5026770518850966,1.2122119155461306
T0090,Task 90,This is a detailed description for task 90 requiring specific skills,"['DevOps', 'Machine Learning']",Senior,0.21083300154304344,1.5306464831429631,1.2122119155461306
T0091,Task 91,This is a detailed description for task 91 requiring specific skills,"['Machine Learning', 'SQL', 'Node.js', 'Cloud Computing']",Junior,0.9009573928459679,-1.5532618106306364,-1.2794878080841479
T0092,Task 92,This is a detailed description for task 92 requiring specific skills,"['Project Management', 'Data Analysis', 'Node.js', 'Machine Learning', 'React']",Mid,-1.5144779767142678,-0.8679488564587254,-0.03363794626900865
T0093,Task 93,This is a detailed description for task 93 requiring specific skills,"['Data Analysis', 'UI/UX Design', 'DevOps', 'NLP']",Senior,0.6709159290783264,-0.5252923793727698,1.2122119155461306
T0094,Task 94,This is a detailed description for task 94 requiring specific skills,"['React', 'JavaScript', 'DevOps']",Junior,-1.5144779767142678,1.1879900060570077,-1.2794878080841479
T0095,Task 95,This is a detailed description for task 95 requiring specific skills,"['Project Management', 'React', 'JavaScript', 'UI/UX Design', 'SQL']",Junior,1.1309988566136093,-0.5252923793727698,-1.2794878080841479
T0096,Task 96,This is a detailed description for task 96 requiring specific skills,"['Node.js', 'Machine Learning', 'JavaScript', 'Java', 'Cloud Computing']",Mid,1.5910817841488925,-1.210605333544681,-0.03363794626900865
T0097,Task 97,This is a detailed description for task 97 requiring specific skills,"['Node.js', 'JavaScript']",Mid,-0.1342291941084188,0.8453335289710521,-0.03363794626900865
T0098,Task 98,This is a detailed description for task 98 requiring specific skills,"['NLP', 'React', 'Java']",Junior,-1.6294987085980883,-1.5532618106306364,-1.2794878080841479
T0099,Task 99,This is a detailed description for task 99 requiring specific skills,"['NLP', 'React', 'SQL', 'Cloud Computing']",Mid,-0.7093328535275225,0.5026770518850966,-0.03363794626900865
T0100,Task 100,This is a detailed description for task 100 requiring specific skills,"['Node.js', 'React', 'DevOps']",Junior,1.1309988566136093,1.1879900060570077,-1.2794878080841479
T0101,Task 101,This is a detailed description for task 101 requiring specific skills,"['Java', 'Python']",Mid,1.361040320381251,-1.210605333544681,-0.03363794626900865
T0102,Task 102,This is a detailed description for task 102 requiring specific skills,"['Node.js', 'NLP', 'Java']",Mid,0.3258537334268642,-0.1826359022868144,-0.03363794626900865
T0103,Task 103,This is a detailed description for task 103 requiring specific skills,"['Cloud Computing', 'Node.js', 'React', 'Deep Learning', 'Data Analysis']",Junior,1.4760610522650717,-1.210605333544681,-1.2794878080841479
T0104,Task 104,This is a detailed description for task 104 requiring specific skills,"['Cloud Computing', 'UI/UX Design', 'Java', 'Project Management']",Mid,0.3258537334268642,-1.5532618106306364,-0.03363794626900865
T0105,Task 105,This is a detailed description for task 105 requiring specific skills,"['DevOps', 'Deep Learning']",Junior,0.5558951971945056,-0.1826359022868144,-1.2794878080841479
T0106,Task 106,This is a detailed description for task 106 requiring specific skills,"['Python', 'SQL', 'DevOps', 'Java', 'JavaScript']",Mid,1.1309988566136093,0.16002057479914109,-0.03363794626900865
T0107,Task 107,This is a detailed description for task 107 requiring specific skills,"['Deep Learning', 'Machine Learning']",Mid,1.706102516032713,-1.5532618106306364,-0.03363794626900865
T0108,Task 108,This is a detailed description for task 108 requiring specific skills,"['Python', 'DevOps', 'JavaScript']",Senior,1.4760610522650717,1.5306464831429631,1.2122119155461306
T0109,Task 109,This is a detailed description for task 109 requiring specific skills,"['UI/UX Design', 'Deep Learning', 'Python']",Junior,0.0958122696592227,-0.8679488564587254,-1.2794878080841479
T0110,Task 110,This is a detailed description for task 110 requiring specific skills,"['React', 'Deep Learning', 'Data Analysis', 'Node.js']",Junior,-0.7093328535275225,0.5026770518850966,-1.2794878080841479
T0111,Task 111,This is a detailed description for task 111 requiring specific skills,"['Data Analysis', 'Project Management', 'Node.js', 'Machine Learning']",Senior,-0.939374317295164,0.8453335289710521,1.2122119155461306
T0112,Task 112,This is a detailed description for task 112 requiring specific skills,"['SQL', 'Data Analysis']",Junior,-1.0543950491789846,-0.5252923793727698,-1.2794878080841479
T0113,Task 113,This is a detailed description for task 113 requiring specific skills,"['NLP', 'Cloud Computing', 'SQL', 'Python', 'Node.js']",Senior,1.1309988566136093,-0.8679488564587254,1.2122119155461306
T0114,Task 114,This is a detailed description for task 114 requiring specific skills,"['Java', 'Node.js', 'JavaScript']",Mid,0.0958122696592227,0.5026770518850966,-0.03363794626900865
T0115,Task 115,This is a detailed description for task 115 requiring specific skills,"['Data Analysis', 'Python', 'SQL', 'Node.js', 'Deep Learning']",Senior,-0.939374317295164,-1.210605333544681,1.2122119155461306
T0116,Task 116,This is a detailed description for task 116 requiring specific skills,"['UI/UX Design', 'SQL', 'NLP', 'Machine Learning']",Senior,-0.019208462224598044,-1.210605333544681,1.2122119155461306
T0117,Task 117,This is a detailed description for task 117 requiring specific skills,"['SQL', 'Machine Learning', 'React', 'NLP', 'Data Analysis']",Senior,-0.019208462224598044,1.1879900060570077,1.2122119155461306
T0118,Task 118,This is a detailed description for task 118 requiring specific skills,"['UI/UX Design', 'DevOps', 'Project Management', 'NLP']",Junior,-0.3642706578760603,-1.5532618106306364,-1.2794878080841479
T0119,Task 119,This is a detailed description for task 119 requiring specific skills,"['JavaScript', 'Data Analysis', 'DevOps', 'React', 'Machine Learning']",Senior,-0.24924992599223952,-1.5532618106306364,1.2122119155461306
T0120,Task 120,This is a detailed description for task 120 requiring specific skills,"['Cloud Computing', 'React', 'JavaScript']",Senior,1.24601958849743,-0.8679488564587254,1.2122119155461306
T0121,Task 121,This is a detailed description for task 121 requiring specific skills,"['NLP', 'DevOps', 'Project Management']",Senior,-0.3642706578760603,1.1879900060570077,1.2122119155461306
T0122,Task 122,This is a detailed description for task 122 requiring specific skills,"['Python', 'Project Management', 'JavaScript', 'DevOps', 'Deep Learning']",Junior,0.7859366609621472,0.16002057479914109,-1.2794878080841479
T0123,Task 123,This is a detailed description for task 123 requiring specific skills,"['Java', 'Deep Learning', 'SQL', 'Node.js', 'Cloud Computing']",Junior,-0.479291389759881,1.5306464831429631,-1.2794878080841479
T0124,Task 124,This is a detailed description for task 124 requiring specific skills,"['Machine Learning', 'Project Management', 'Deep Learning', 'UI/UX Design']",Senior,-0.3642706578760603,0.16002057479914109,1.2122119155461306
T0125,Task 125,This is a detailed description for task 125 requiring specific skills,"['NLP', 'Data Analysis', 'DevOps']",Mid,1.24601958849743,1.5306464831429631,-0.03363794626900865
T0126,Task 126,This is a detailed description for task 126 requiring specific skills,"['Project Management', 'Data Analysis', 'UI/UX Design', 'NLP']",Mid,1.0159781247297885,-1.210605333544681,-0.03363794626900865
T0127,Task 127,This is a detailed description for task 127 requiring specific skills,"['JavaScript', 'Data Analysis', 'SQL']",Junior,-0.8243535854113432,0.8453335289710521,-1.2794878080841479
T0128,Task 128,This is a detailed description for task 128 requiring specific skills,"['Cloud Computing', 'NLP', 'DevOps', 'React']",Mid,1.4760610522650717,-0.5252923793727698,-0.03363794626900865
T0129,Task 129,This is a detailed description for task 129 requiring specific skills,"['JavaScript', 'SQL', 'Python', 'React', 'Deep Learning']",Senior,-0.019208462224598044,-0.8679488564587254,1.2122119155461306
T0130,Task 130,This is a detailed description for task 130 requiring specific skills,"['UI/UX Design', 'Deep Learning']",Junior,-1.399457244830447,-0.8679488564587254,-1.2794878080841479
T0131,Task 131,This is a detailed description for task 131 requiring specific skills,"['React', 'Java', 'Project Management']",Mid,-1.2844365129466262,0.5026770518850966,-0.03363794626900865
T0132,Task 132,This is a detailed description for task 132 requiring specific skills,"['DevOps', 'Cloud Computing', 'NLP']",Mid,-1.399457244830447,-1.5532618106306364,-0.03363794626900865
T0133,Task 133,This is a detailed description for task 133 requiring specific skills,"['Machine Learning', 'Java', 'JavaScript', 'Project Management', 'Cloud Computing']",Mid,-1.0543950491789846,1.1879900060570077,-0.03363794626900865
T0134,Task 134,This is a detailed description for task 134 requiring specific skills,"['Project Management', 'Data Analysis', 'React', 'Java', 'Machine Learning']",Junior,-0.8243535854113432,0.5026770518850966,-1.2794878080841479
T0135,Task 135,This is a detailed description for task 135 requiring specific skills,"['Deep Learning', 'Java', 'NLP']",Mid,-0.479291389759881,-0.8679488564587254,-0.03363794626900865
T0136,Task 136,This is a detailed description for task 136 requiring specific skills,"['Project Management', 'Cloud Computing', 'Deep Learning']",Senior,-1.0543950491789846,-0.8679488564587254,1.2122119155461306
T0137,Task 137,This is a detailed description for task 137 requiring specific skills,"['Project Management', 'Java', 'NLP']",Senior,-0.7093328535275225,-1.210605333544681,1.2122119155461306
T0138,Task 138,This is a detailed description for task 138 requiring specific skills,"['DevOps', 'Project Management']",Junior,1.5910817841488925,-0.5252923793727698,-1.2794878080841479
T0139,Task 139,This is a detailed description for task 139 requiring specific skills,"['Python', 'Cloud Computing', 'Node.js']",Junior,1.0159781247297885,-0.1826359022868144,-1.2794878080841479
T0140,Task 140,This is a detailed description for task 140 requiring specific skills,"['Deep Learning', 'Java', 'Machine Learning', 'React']",Mid,-1.2844365129466262,0.16002057479914109,-0.03363794626900865
T0141,Task 141,This is a detailed description for task 141 requiring specific skills,"['JavaScript', 'Project Management', 'UI/UX Design', 'DevOps']",Mid,-0.1342291941084188,0.16002057479914109,-0.03363794626900865
T0142,Task 142,This is a detailed description for task 142 requiring specific skills,"['DevOps', 'Deep Learning']",Senior,-0.3642706578760603,-0.8679488564587254,1.2122119155461306
T0143,Task 143,This is a detailed description for task 143 requiring specific skills,"['Node.js', 'Cloud Computing', 'Python', 'Java', 'React']",Senior,1.0159781247297885,-1.5532618106306364,1.2122119155461306
T0144,Task 144,This is a detailed description for task 144 requiring specific skills,"['React', 'NLP']",Mid,1.361040320381251,-0.1826359022868144,-0.03363794626900865
T0145,Task 145,This is a detailed description for task 145 requiring specific skills,"['Java', 'Node.js', 'Machine Learning']",Senior,0.21083300154304344,1.5306464831429631,1.2122119155461306
T0146,Task 146,This is a detailed description for task 146 requiring specific skills,"['React', 'Python', 'UI/UX Design', 'JavaScript']",Mid,-1.2844365129466262,0.8453335289710521,-0.03363794626900865
T0147,Task 147,This is a detailed description for task 147 requiring specific skills,"['JavaScript', 'Data Analysis']",Mid,-1.399457244830447,-1.5532618106306364,-0.03363794626900865
T0148,Task 148,This is a detailed description for task 148 requiring specific skills,"['Machine Learning', 'Deep Learning', 'Python']",Mid,-0.939374317295164,1.1879900060570077,-0.03363794626900865
T0149,Task 149,This is a detailed description for task 149 requiring specific skills,"['UI/UX Design', 'Deep Learning']",Junior,-0.7093328535275225,1.1879900060570077,-1.2794878080841479
T0150,Task 150,This is a detailed description for task 150 requiring specific skills,"['Python', 'DevOps']",Mid,-1.5144779767142678,-1.5532618106306364,-0.03363794626900865
T0151,Task 151,This is a detailed description for task 151 requiring specific skills,"['Machine Learning', 'SQL', 'JavaScript', 'NLP', 'Deep Learning']",Mid,-0.24924992599223952,-0.8679488564587254,-0.03363794626900865
T0152,Task 152,This is a detailed description for task 152 requiring specific skills,"['Deep Learning', 'Node.js']",Mid,0.6709159290783264,0.16002057479914109,-0.03363794626900865
T0153,Task 153,This is a detailed description for task 153 requiring specific skills,"['Machine Learning', 'JavaScript', 'Deep Learning', 'NLP', 'Project Management']",Junior,-0.479291389759881,-1.5532618106306364,-1.2794878080841479
T0154,Task 154,This is a detailed description for task 154 requiring specific skills,"['Data Analysis', 'Deep Learning', 'Java', 'Python']",Senior,1.1309988566136093,-0.1826359022868144,1.2122119155461306
T0155,Task 155,This is a detailed description for task 155 requiring specific skills,"['React', 'SQL', 'Machine Learning']",Mid,0.5558951971945056,0.5026770518850966,-0.03363794626900865
T0156,Task 156,This is a detailed description for task 156 requiring specific skills,"['SQL', 'Data Analysis', 'Python']",Junior,-0.939374317295164,-0.1826359022868144,-1.2794878080841479
T0157,Task 157,This is a detailed description for task 157 requiring specific skills,"['UI/UX Design', 'Python', 'DevOps', 'NLP', 'Cloud Computing']",Senior,1.5910817841488925,0.8453335289710521,1.2122119155461306
T0158,Task 158,This is a detailed description for task 158 requiring specific skills,"['Cloud Computing', 'Node.js', 'React']",Junior,-0.1342291941084188,0.16002057479914109,-1.2794878080841479
